,شهر,تاريخ الشراء,رقم الكارت,هل انت راض عن جودة اللحوم المقدمه داخل القسم,هل انت راض عن وقت التسويه للحوم المباعه بالقسم,هل انت راض عن مذاق اللحوم الموجوده بالقسم,هل انت راض عن مستوى جودة الخدمه بشكل عام,هل هناك اي ملاحظات او اصناف ترغب في توافرها,نوع الاستبيان
376,فبراير,44981,610495,نعم,نعم,نعم,نعم,لا,شكر
377,فبراير,44981,515828,لا,نعم,لا,لا,نعم,شكوي
378,فبراير,44981,632874,نعم,نعم,نعم,نعم,نعم,اقتراح
379,فبراير,44981,632464,لا,لا,لا,لا,نعم,شكوي
380,فبراير,44981,528722,نعم,نعم,نعم,نعم,لا,شكر
381,فبراير,44981,521125,نعم,نعم,نعم,لا,نعم,شكوي
382,فبراير,44981,519099,نعم,نعم,نعم,نعم,لا,شكر
383,فبراير,44981,510171,نعم,نعم,نعم,نعم,لا,شكر
384,فبراير,44981,513566,نعم,نعم,نعم,لا,نعم,شكوي
385,فبراير,44981,528432,نعم,نعم,نعم,نعم,لا,شكر
386,فبراير,44981,615499,نعم,نعم,نعم,نعم,لا,شكر
387,فبراير,44981,624837,نعم,نعم,نعم,نعم,لا,شكر
388,فبراير,44981,518560,نعم,نعم,نعم,نعم,لا,شكر
389,فبراير,44981,633406,نعم,نعم,نعم,نعم,لا,شكر
390,فبراير,44981,838010,نعم,نعم,نعم,نعم,لا,شكر
391,فبراير,44981,612130,نعم,نعم,نعم,نعم,لا,شكر
392,فبراير,44981,226323,نعم,نعم,نعم,نعم,لا,شكر
393,فبراير,44981,835390,لا,لا,لا,لا,نعم,شكوي
394,فبراير,44981,527896,نعم,نعم,نعم,نعم,لا,شكر
395,فبراير,44981,600690,نعم,نعم,نعم,نعم,لا,شكر
396,فبراير,44981,838149,نعم,نعم,نعم,نعم,لا,شكر
397,فبراير,44981,527926,نعم,نعم,نعم,نعم,نعم,اقتراح
398,فبراير,44981,626086,نعم,نعم,نعم,لا,نعم,شكوي
399,فبراير,44981,526111,نعم,نعم,نعم,نعم,لا,شكر
400,فبراير,44981,492352,لا,لا,لا,لا,نعم,شكوي
401,فبراير,44981,512642,نعم,نعم,نعم,نعم,لا,شكر
402,فبراير,44981,602603,لا,لا,لا,لا,نعم,شكوي
403,فبراير,44981,512054,نعم,نعم,نعم,نعم,لا,شكر
404,فبراير,44981,514410,نعم,نعم,نعم,نعم,لا,شكر
405,فبراير,44981,610638,نعم,نعم,نعم,نعم,لا,شكر
406,فبراير,44981,518143,لا,لا,لا,لا,نعم,شكوي
407,فبراير,44981,618904,نعم,نعم,نعم,نعم,لا,شكر
408,فبراير,44981,604678,نعم,نعم,نعم,نعم,لا,شكر
409,فبراير,44981,621139,نعم,نعم,نعم,نعم,لا,شكر
410,فبراير,44981,631596,نعم,نعم,نعم,نعم,لا,شكر
411,فبراير,44981,602066,نعم,نعم,نعم,لا,نعم,شكوي
412,فبراير,44981,521205,نعم,نعم,نعم,نعم,لا,شكر
413,فبراير,44981,514898,نعم,نعم,نعم,نعم,لا,شكر
414,فبراير,44981,616702,نعم,نعم,نعم,نعم,لا,شكر
415,فبراير,44981,619197,نعم,نعم,نعم,نعم,لا,شكر
416,فبراير,44981,615345,لا,لا,لا,لا,نعم,شكوي
417,فبراير,44981,507754,نعم,نعم,نعم,نعم,لا,شكر
418,فبراير,44981,515106,لا,لا,لا,لا,نعم,شكوي
419,فبراير,44981,629336,نعم,نعم,نعم,نعم,لا,شكر
420,فبراير,44985,607056,نعم,نعم,نعم,نعم,لا,شكر
421,فبراير,44985,608756,نعم,نعم,نعم,نعم,لا,شكر
422,فبراير,44985,518423,نعم,نعم,نعم,لا,نعم,شكوي
423,فبراير,44985,624592,نعم,نعم,نعم,نعم,لا,شكر
424,فبراير,44985,620318,نعم,نعم,نعم,نعم,لا,شكر
425,فبراير,44985,612207,نعم,نعم,نعم,نعم,لا,شكر
426,فبراير,44985,539862,نعم,نعم,نعم,لا,نعم,شكوي
427,فبراير,44985,633543,نعم,نعم,نعم,نعم,لا,شكر
428,فبراير,44985,529076,نعم,نعم,نعم,نعم,لا,شكر
429,فبراير,44985,626730,نعم,نعم,نعم,نعم,لا,شكر
430,فبراير,44985,602516,نعم,نعم,نعم,نعم,لا,شكر
431,فبراير,44985,628416,نعم,نعم,نعم,نعم,لا,شكر
432,فبراير,44985,835593,نعم,نعم,نعم,لا,نعم,شكوي
433,فبراير,44985,516675,نعم,نعم,نعم,نعم,لا,شكر
434,فبراير,44985,525496,نعم,نعم,نعم,نعم,لا,شكر
435,فبراير,44985,604672,نعم,نعم,نعم,نعم,لا,شكر
436,فبراير,44985,509779,نعم,نعم,نعم,نعم,لا,شكر
437,فبراير,44985,523304,نعم,نعم,نعم,لا,نعم,شكوي
438,فبراير,44985,602332,نعم,نعم,نعم,لا,نعم,شكوي
439,فبراير,44985,526075,نعم,نعم,نعم,نعم,لا,شكر
440,فبراير,44985,514053,نعم,نعم,نعم,نعم,لا,شكر
441,فبراير,44985,625683,نعم,نعم,نعم,نعم,لا,شكر
442,فبراير,44985,634503,نعم,نعم,نعم,نعم,لا,شكر
443,فبراير,44985,522411,نعم,نعم,نعم,لا,نعم,شكوي
444,فبراير,44985,614907,نعم,نعم,نعم,نعم,لا,شكر
445,فبراير,44985,613880,نعم,نعم,نعم,لا,نعم,شكر
446,فبراير,44985,738955,نعم,نعم,نعم,نعم,لا,شكر
447,فبراير,44985,607021,نعم,نعم,نعم,نعم,لا,شكر
448,فبراير,44985,633953,نعم,نعم,نعم,نعم,لا,شكر
449,فبراير,44985,604845,نعم,نعم,نعم,نعم,لا,شكر
450,فبراير,44985,518598,نعم,نعم,نعم,لا,نعم,شكوي
451,فبراير,44985,529965,نعم,نعم,نعم,نعم,لا,شكر
452,فبراير,44985,516449,نعم,نعم,نعم,نعم,لا,شكر
453,فبراير,44985,528296,نعم,نعم,نعم,نعم,لا,شكر
454,فبراير,44985,627226,نعم,نعم,نعم,نعم,لا,شكر
455,فبراير,44985,616159,نعم,نعم,نعم,لا,نعم,شكوي
456,فبراير,44985,512997,نعم,نعم,نعم,نعم,لا,شكر
457,فبراير,44985,511040,نعم,نعم,نعم,نعم,لا,شكر
458,فبراير,44985,511617,نعم,لا,نعم,نعم,لا,شكر
459,فبراير,44985,620529,نعم,نعم,نعم,نعم,لا,شكر
460,فبراير,44985,630894,نعم,نعم,نعم,نعم,لا,شكر
461,فبراير,44985,608728,نعم,نعم,نعم,نعم,لا,شكر
462,فبراير,44985,613188,نعم,نعم,نعم,نعم,لا,شكر
463,فبراير,44985,518522,نعم,نعم,نعم,نعم,لا,شكر
464,فبراير,44985,835795,نعم,نعم,نعم,نعم,لا,شكر
465,فبراير,44985,521654,نعم,نعم,نعم,نعم,لا,شكر
466,فبراير,44985,616334,نعم,نعم,نعم,نعم,لا,شكر
467,فبراير,44985,610343,نعم,نعم,نعم,نعم,لا,شكر
468,فبراير,44985,515715,نعم,نعم,نعم,لا,نعم,شكوي
469,فبراير,44985,517693,نعم,نعم,نعم,نعم,لا,شكر
470,فبراير,44985,503021,نعم,نعم,نعم,نعم,لا,شكر
471,فبراير,44985,525603,نعم,نعم,نعم,نعم,لا,شكر
472,فبراير,44985,625922,نعم,نعم,نعم,نعم,لا,شكر
473,فبراير,44985,519422,نعم,نعم,نعم,نعم,لا,شكر
474,فبراير,44985,229566,نعم,نعم,نعم,نعم,لا,شكر
475,فبراير,44985,613095,نعم,نعم,نعم,نعم,لا,شكر
476,فبراير,44985,631023,نعم,نعم,نعم,لا,نعم,شكوي
477,فبراير,44985,619455,نعم,نعم,نعم,نعم,لا,شكر
478,فبراير,44985,621238,نعم,نعم,نعم,لا,نعم,شكوي
479,فبراير,44984,525804,نعم,نعم,نعم,نعم,لا,شكر
480,فبراير,44984,621200,نعم,نعم,نعم,نعم,لا,شكر
481,فبراير,44984,529380,نعم,نعم,نعم,لا,نعم,شكوي
482,فبراير,44984,513216,نعم,نعم,نعم,نعم,لا,شكر
483,فبراير,44984,837795,نعم,نعم,نعم,نعم,لا,شكر
484,فبراير,44984,517479,نعم,نعم,نعم,نعم,لا,شكر
485,فبراير,44984,617095,نعم,نعم,نعم,نعم,لا,شكر
486,فبراير,44984,508574,نعم,نعم,نعم,نعم,لا,شكر
487,فبراير,44984,615242,نعم,نعم,نعم,نعم,لا,شكر
488,فبراير,44984,632574,نعم,نعم,نعم,نعم,لا,شكر
489,فبراير,44984,601891,نعم,نعم,نعم,نعم,لا,شكر
490,فبراير,44984,522006,نعم,نعم,نعم,نعم,لا,شكر
491,فبراير,44984,622845,نعم,نعم,نعم,نعم,لا,شكر
492,فبراير,44984,526091,نعم,نعم,نعم,نعم,لا,شكر
493,فبراير,44984,611135,نعم,نعم,نعم,نعم,لا,شكر
494,فبراير,44984,615245,نعم,نعم,نعم,نعم,لا,شكر
495,فبراير,44984,514432,نعم,نعم,نعم,لا,نعم,شكوي
496,فبراير,44984,624205,نعم,نعم,نعم,نعم,لا,شكر
497,فبراير,44984,838427,نعم,نعم,نعم,نعم,لا,شكر
498,فبراير,44984,521119,نعم,نعم,نعم,نعم,لا,شكر
499,فبراير,44984,618225,نعم,نعم,نعم,نعم,لا,شكر
500,فبراير,44984,526877,نعم,نعم,نعم,نعم,لا,شكر
501,فبراير,44984,624970,نعم,نعم,نعم,نعم,لا,شكر
502,فبراير,44984,607117,نعم,نعم,نعم,نعم,لا,شكر
503,فبراير,44984,618696,نعم,نعم,نعم,نعم,لا,شكر
504,فبراير,44984,517511,نعم,نعم,نعم,نعم,لا,شكر
505,فبراير,44984,609865,نعم,نعم,نعم,نعم,لا,شكر
506,فبراير,44984,507067,نعم,نعم,نعم,نعم,لا,شكر
507,فبراير,44984,568650,نعم,نعم,نعم,نعم,لا,شكر
508,فبراير,44984,528688,نعم,نعم,نعم,نعم,لا,شكر
509,فبراير,44984,513534,نعم,نعم,نعم,نعم,لا,شكر
510,فبراير,44984,600797,نعم,نعم,نعم,نعم,لا,شكر
511,فبراير,44984,838244,نعم,نعم,نعم,لا,نعم,شكوي
512,فبراير,44984,632807,نعم,نعم,نعم,نعم,لا,شكر
513,فبراير,44984,524120,نعم,نعم,نعم,نعم,لا,شكر
514,فبراير,44984,838597,لا,لا,لا,نعم,نعم,شكوي
515,فبراير,44984,510793,نعم,نعم,نعم,لا,نعم,شكوي
516,فبراير,44984,835094,نعم,نعم,نعم,نعم,لا,شكر
517,فبراير,44984,633157,نعم,نعم,نعم,نعم,لا,شكر
518,فبراير,44984,511079,نعم,نعم,نعم,نعم,لا,شكر
519,فبراير,44984,601484,نعم,نعم,نعم,نعم,لا,شكر
520,فبراير,44984,607570,نعم,نعم,نعم,نعم,لا,شكر
521,فبراير,44984,602900,نعم,نعم,نعم,لا,نعم,شكوي
522,فبراير,44984,523592,نعم,نعم,نعم,نعم,لا,شكر
523,فبراير,44984,518280,نعم,نعم,نعم,نعم,لا,شكر
524,فبراير,44984,516682,نعم,نعم,نعم,نعم,لا,شكر
525,فبراير,44984,617451,نعم,نعم,نعم,نعم,لا,شكر
526,فبراير,44984,513037,نعم,نعم,نعم,نعم,لا,شكر
527,فبراير,44984,630074,نعم,نعم,نعم,نعم,لا,شكر
528,فبراير,44984,617398,نعم,نعم,نعم,نعم,لا,شكر
529,فبراير,44984,605187,نعم,نعم,نعم,لا,نعم,اقتراح
530,فبراير,44984,835819,نعم,نعم,نعم,نعم,لا,شكر
531,فبراير,44984,618918,نعم,نعم,نعم,نعم,لا,شكر
532,فبراير,44984,612158,نعم,نعم,نعم,نعم,لا,شكر
533,فبراير,44984,610812,نعم,نعم,نعم,نعم,لا,شكر
534,مارس ,44987,607100,نعم,نعم,نعم,نعم,لا,شكر
535,مارس ,44987,631915,نعم,نعم,نعم,نعم,لا,شكر
536,مارس ,44987,524415,نعم,نعم,نعم,نعم,لا,شكر
537,مارس ,44987,611114,نعم,نعم,نعم,لا,نعم,شكوي
538,مارس ,44987,522199,نعم,نعم,نعم,لا,نعم,شكوي
539,مارس ,44987,529366,نعم,نعم,نعم,نعم,لا,شكر
540,مارس ,44987,517378,نعم,نعم,نعم,نعم,لا,شكر
541,مارس ,44987,521852,نعم,نعم,نعم,لا,نعم,شكوي
542,مارس ,44987,604442,نعم,نعم,نعم,نعم,لا,شكر
543,مارس ,44987,527871,نعم,نعم,نعم,نعم,لا,شكر
544,مارس ,44987,610175,نعم,نعم,نعم,نعم,لا,شكر
545,مارس ,44987,634144,لا,لا,لا,لا,نعم,شكوي
546,مارس ,44987,610690,نعم,نعم,نعم,نعم,لا,شكر
547,مارس ,44987,604195,نعم,نعم,نعم,نعم,لا,شكر
548,مارس ,44987,530056,نعم,نعم,نعم,نعم,لا,شكر
549,مارس ,44987,631249,نعم,نعم,نعم,نعم,لا,شكر
550,مارس ,44987,620190,نعم,نعم,نعم,نعم,لا,شكر
551,مارس ,44987,414145,نعم,نعم,نعم,نعم,لا,شكر
552,مارس ,44987,621331,نعم,نعم,نعم,نعم,لا,شكر
553,مارس ,44987,628873,نعم,نعم,نعم,نعم,لا,شكر
554,مارس ,44987,613361,نعم,نعم,نعم,نعم,لا,شكر
555,مارس ,44987,617660,نعم,نعم,نعم,نعم,لا,شكر
556,مارس ,44987,608839,نعم,نعم,نعم,نعم,لا,شكر
557,مارس ,44987,614307,نعم,نعم,نعم,نعم,لا,شكر
558,مارس ,44987,611285,لا,لا,لا,لا,نعم,شكوي
559,مارس ,44987,526811,نعم,نعم,نعم,نعم,لا,شكر
560,مارس ,44987,618674,نعم,نعم,نعم,لا,نعم,شكوي
561,مارس ,44987,617001,نعم,نعم,نعم,نعم,لا,شكر
562,مارس ,44987,606783,نعم,نعم,نعم,نعم,لا,شكر
563,مارس ,44987,525832,نعم,نعم,نعم,نعم,لا,شكر
564,مارس ,44987,513721,نعم,نعم,نعم,نعم,نعم,شكوي
565,مارس ,44987,631279,نعم,نعم,نعم,نعم,لا,شكر
566,مارس ,44987,513051,نعم,نعم,نعم,لا,نعم,شكوي
567,مارس ,44987,606022,نعم,نعم,نعم,نعم,لا,شكر
568,مارس ,44987,508917,نعم,نعم,نعم,نعم,لا,شكر
569,مارس ,44987,514176,نعم,نعم,نعم,نعم,لا,شكر
570,مارس ,44987,508544,نعم,نعم,نعم,نعم,لا,شكر
571,مارس ,44987,607252,نعم,نعم,نعم,نعم,لا,شكر
572,مارس ,44987,603922,نعم,نعم,نعم,نعم,لا,شكر
573,مارس ,44987,510759,نعم,نعم,نعم,لا,نعم,شكوي
574,مارس ,44987,834679,نعم,نعم,نعم,نعم,لا,شكر
575,مارس ,44987,788962,نعم,نعم,نعم,لا,نعم,شكوي
576,مارس ,44987,837501,نعم,نعم,نعم,نعم,لا,شكر
577,مارس ,44987,527613,نعم,نعم,نعم,نعم,لا,شكر
578,مارس ,44987,507680,نعم,نعم,نعم,نعم,لا,شكر
579,مارس ,44987,516900,نعم,نعم,نعم,نعم,لا,شكر
580,مارس ,44987,512976,نعم,نعم,نعم,نعم,لا,شكر
581,مارس ,44987,631617,نعم,نعم,نعم,نعم,لا,شكر
582,مارس ,44987,519198,نعم,نعم,نعم,نعم,لا,شكر
583,مارس ,44987,606924,نعم,نعم,نعم,نعم,لا,شكر
584,مارس ,44987,512311,لا,لا,لا,لا,نعم,شكوي
585,مارس ,44987,507914,نعم,نعم,نعم,نعم,لا,شكر
586,مارس ,44987,604057,نعم,نعم,نعم,نعم,لا,شكر
587,مارس ,44987,619823,نعم,نعم,نعم,نعم,لا,شكر
588,مارس ,44987,620750,نعم,نعم,نعم,نعم,لا,اقتراح
589,مارس ,44987,512447,نعم,نعم,نعم,نعم,لا,شكر
590,مارس ,44987,625848,نعم,نعم,نعم,نعم,لا,شكر
591,مارس ,44987,602558,نعم,نعم,نعم,نعم,لا,شكر
592,مارس ,44987,615890,نعم,نعم,نعم,نعم,لا,شكر
593,مارس ,44987,608670,نعم,نعم,نعم,نعم,لا,شكر
594,مارس ,44989,629377,نعم,نعم,نعم,نعم,نعم,شكوي
595,مارس ,44989,526900,نعم,نعم,نعم,نعم,لا,شكر
596,مارس ,44989,517355,نعم,نعم,نعم,نعم,لا,شكر
597,مارس ,44989,508110,نعم,نعم,نعم,نعم,لا,شكر
598,مارس ,44989,510206,نعم,نعم,نعم,نعم,لا,شكر
599,مارس ,44989,512514,نعم,نعم,نعم,نعم,لا,شكر
600,مارس ,44989,625886,نعم,نعم,نعم,نعم,نعم,اقتراح
601,مارس ,44989,603341,نعم,نعم,نعم,نعم,لا,شكر
602,مارس ,44989,515225,نعم,نعم,نعم,نعم,نعم,شكوي
603,مارس ,44989,523926,نعم,نعم,نعم,نعم,لا,شكر
604,مارس ,44989,517916,نعم,نعم,نعم,نعم,لا,شكر
605,مارس ,44989,623115,نعم,نعم,نعم,نعم,لا,شكر
606,مارس ,44989,528805,نعم,نعم,نعم,نعم,نعم,شكوي
607,مارس ,44989,603825,نعم,نعم,نعم,نعم,نعم,شكوي
608,مارس ,44989,608756,نعم,نعم,نعم,نعم,لا,شكر
609,مارس ,44989,525966,نعم,نعم,نعم,نعم,لا,شكر
610,مارس ,44989,510393,لا,لا,لا,لا,نعم,شكوي
611,مارس ,44989,508204,نعم,نعم,نعم,نعم,لا,شكر
612,مارس ,44989,527309,نعم,نعم,نعم,نعم,لا,شكر
613,مارس ,44989,609394,نعم,نعم,نعم,نعم,لا,شكر
614,مارس ,44989,623504,نعم,نعم,نعم,نعم,لا,شكر
615,مارس ,44989,838543,نعم,نعم,نعم,نعم,لا,شكر
616,مارس ,44989,227284,نعم,نعم,نعم,نعم,لا,شكر
617,مارس ,44989,604109,نعم,نعم,نعم,نعم,لا,شكر
618,مارس ,44989,602568,نعم,نعم,نعم,نعم,لا,شكر
619,مارس ,44989,524707,نعم,نعم,نعم,نعم,نعم,اقتراح
620,مارس ,44989,607375,نعم,نعم,نعم,نعم,لا,شكر
621,مارس ,44989,519162,نعم,نعم,نعم,نعم,لا,شكر
622,مارس ,44989,611228,نعم,نعم,نعم,نعم,لا,شكر
623,مارس ,44989,526374,نعم,نعم,نعم,نعم,لا,شكر
624,مارس ,44989,514255,نعم,نعم,نعم,نعم,لا,شكر
625,مارس ,44989,622741,نعم,نعم,نعم,نعم,لا,شكر
626,مارس ,44989,616266,نعم,نعم,نعم,نعم,نعم,شكوي
627,مارس ,44989,624218,نعم,نعم,نعم,نعم,نعم,اقتراح
628,مارس ,44989,229545,نعم,نعم,نعم,نعم,نعم,شكوي
