,شهر,تاريخ الاتصال,تاريخ طلب الاوردر,كود العميل,جوده المنتج - التغليف,خدمه متلقي الاوردر,وصول الاوردر بالميعاد المحدد,الخدمه مرضيه بشكل عام,ارتداء الطيار الكمامة,نوع المكالمة,ملاحظات العميل
240,يناير,44952,44951,76954.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
241,يناير,44952,44951,33997.0,1,1,1,1,1,شكوي,  حدث  خطا ارسال اوردر  لعميل  اخر  وطريقة مندوب  التوصيل  سيئة  جدا    وتعرض  العميل  للاحراج  بسبب  صوت  المندوب  اثناء  التحدث  مع الفرع   واخذ  الاوردر  وعاد  مرة  اخر  بالاوردر  الاصلى  57/15/250/250123
242,يناير,44952,44951,89556.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
243,يناير,44952,44951,41518.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
244,يناير,44952,44951,51481.0,5,5,3,3,5,شكوي, تاخير  الاوردر  ساعة  عن  الميعاد  المتفق عليه  من  5:30م وصل  6:30م
245,يناير,44953,44952,87981.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
246,يناير,44953,44952,97980.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
247,يناير,44953,44952,65362.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
248,يناير,44953,44952,48469.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
249,يناير,44953,44952,32958.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
250,يناير,44953,44952,53025.0,5,5,3,3,5,شكوي,تاخير وصول الاوردر تم الاتفاق الساعه 5 وصل الساعه 5:55 
251,يناير,44953,44952,48140.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  وتشكر وصول الاوردر فى الموعد المحدد 
252,يناير,44953,44952,74795.0,5,5,5,3,5,شكوي,غير راضى عن وضع اسعار تسوية للسمك لوجود اماكن اخرى بالرحاب لا يقومون باحتساب اسعار التسوية
253,يناير,44953,44952,34113.0,3,3,5,3,5,شكوي,يشكو عدم تنظيف ضهر الجمبرى رغم التاكيد على المتلقى  بذلك 
254,يناير,44953,44952,97203.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
255,يناير,44953,44952,100880.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
256,يناير,44954,44953,41183.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
257,يناير,44954,44953,100931.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
258,يناير,44954,44953,33347.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
259,يناير,44954,44953,43107.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
260,يناير,44954,44953,56143.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
261,يناير,44954,44953,44310.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
262,يناير,44954,44953,42488.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
263,يناير,44954,44953,83199.0,3,5,3,3,5,شكوي,  مدة  الاوردر  نى    اكثر  من ساعتين   سمك  المكرونة  حجمه  صغير  
264,يناير,44954,44953,56345.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
265,يناير,44954,44953,40906.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
266,يناير,44954,44953,37684.0,5,5,5,3,5,شكوي,  ارتفاع  سعر  الدينيس
267,يناير,44954,44953,100942.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
268,يناير,44954,44953,78212.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
269,يناير,44954,44953,53044.0,3,5,5,3,5,شكوي,  حجم السمك  اكبر  من  المطلوب     رغم  التاكيد من  من  المتلقى الاوردر    انه  لا  يوجد  سمك  كبير عدم  المصداقية للبيع    كمية  اكبر  
270,يناير,44954,44953,46610.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
271,يناير,44954,44953,62745.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
272,يناير,44954,44953,94118.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
273,يناير,44955,44954,101054.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
274,يناير,44955,44954,97541.0,1,4,4,1,4,شكوي,تم طلب سبيط ني  تقطيع اصابع سميكه للقلى وصل تقطيع رفيع وصغير جدا وكله رجول فقط  والعميل مستاء جدا 
275,يناير,44955,44954,101053.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
276,يناير,44955,44954,33539.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
277,يناير,44955,44954,82721.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
278,يناير,44955,44954,52603.0,3,5,5,3,5,شكوي,سمك البلطى المقلى  وصل بارد   رغم وصول الاوردر فى موعده  والتتبيلة ضعيفه 
279,يناير,44955,44954,64093.0,5,3,5,3,5,شكوي,  سمك مرجان فيلية تم طلبه مشوى وصل مقلى 
280,يناير,44955,44954,54568.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
281,يناير,44955,44954,35187.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
282,يناير,44955,44954,75897.0,3,3,5,3,5,شكوي,سمك ماكريل حجمه صغير جدا والبلطي تم طلبه كبير وصل صغير 
283,يناير,44955,44954,73750.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
284,يناير,44955,44954,91041.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
285,يناير,44956,44955,53151.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
286,يناير,44956,44955,35956.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
287,يناير,44956,44955,71062.0,3,5,5,3,5,شكوي,  سمك  البلطى شوى  زيت وليمون غير فريش
288,يناير,44956,44955,41163.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
289,يناير,44956,44955,99888.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
290,يناير,44956,44955,72876.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
291,يناير,44956,44955,35318.0,3,5,5,3,5,شكوي,  الاوردر  وصل  بارد
292,يناير,44956,44955,76960.0,2,2,5,2,5,شكوي,سمك  وقار  حجمه  كبير  2ك  تقطيعه  سيئة    تم  طلب  عملها    سنجارى     تم  عملها     صينية بطاطس    ولم  يتم  عمل  الصوص    على  الصينية      وتم  التغليف فى  طبق  صغير  جدا  على  حجم  سمكة  2ك بون  رقم  123/15/250/290123
293,يناير,44956,44955,54202.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
294,يناير,44957,44956,39293.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
295,يناير,44957,44956,58302.0,3,5,5,3,5,شكوي,تم  طلب بورى زيت  وليمون ابلغها  الشيف  بعدم  توافر  البورى    رغم  التواصل1:00م وعرض   البائع شراغيش   رغم  انها  سيئة  جدا بون  51/15/250/300123 
296,يناير,44957,44956,40687.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
297,يناير,44957,44956,47752.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
298,يناير,44957,44956,101372.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
299,يناير,44957,44956,99616.0,3,5,5,3,5,شكوي,  سمك   الدينيس  زيت  وليمون  شبه  محروق
300,يناير,44958,44957,72154.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
301,يناير,44958,44957,85414.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
302,يناير,44958,44957,64401.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
303,يناير,44958,44957,99053.0,5,5,5,3,5,شكوي,يشكو ارتفاع اسعار السمك   بشكل مبالغ فيه وفي اوقات زمنية قصيرة جدا 
304,يناير,44958,44957,38841.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
305,يناير,44958,44957,75730.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
306,يناير,44958,44957,37532.0,5,3,5,3,5,شكوي,يشكو تأخير التواصل مع العميل لطلب الاوردر ولمده 45 دقيقة بعد اول مكالمة مع الكول سنتر 
307,يناير,44958,44957,100027.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
308,يناير,44958,44957,14697.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
309,يناير,44958,44957,92489.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
310,يناير,44958,44957,40713.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
315,فبراير,44959,44958,35601.0,2,5,2,2,5,شكوي,سمك فيليه يحتوى على شوك وطعم المنتج سيئ  وحجم  المنتج صغير  والعميله مستائه من المنتج والخدمه 
318,فبراير,44960,44959,42048.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
319,فبراير,44960,44959,65362.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
320,فبراير,44960,44959,48469.0,4,2,4,2,4,شكوي,تم  طلب تغليف 2 سمكة دينيس لوحدهم ولم  يتم الالتزام بالملاحظة رغم التنبيه على المتلقى اكثر من مرة والطبق وصل مليان مياه وحاله التغليف سيئة جدا 
321,فبراير,44960,44959,37312.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
322,فبراير,44960,44959,33923.0,4,2,4,2,4,شكوي,يشكو تاخير تواصل القسم بالعميل لطلب الاوردر  ولمدة 45 دقيقة من ارسال الطلب على الواتساب تم ارسال الطلب الساعه 11:30 وقم القسم بالاتصال بالعميل الساعه 12:15  وابلغنا انها شكوى متكررة ومستاء جدا 
323,فبراير,44960,44959,91041.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
324,فبراير,44960,44959,101627.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
325,فبراير,44960,44959,101636.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
326,فبراير,44960,44959,64036.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
327,فبراير,44960,44959,69630.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
328,فبراير,44961,44960,97541.0,2,2,5,2,5,شكوي,  اسلوب  متلقى  الاوردر  سيئ  ولم  يكن على  دراية  بالوزن  ولم يكن  على  دراية  بالاحجام والاسعار   تم  طلب  بربون  فريش  بدون  تسوية  وصل  مقلى  وحجمه  كبير  
329,فبراير,44961,44960,34153.0,5,5,5,5,5,شكر, الخدمة  ممتازة
330,فبراير,44961,44960,63869.0,5,5,5,5,5,شكر, الخدمة  ممتازة
331,فبراير,44961,44960,44310.0,5,5,5,3,5,شكوي,  ارتفاع  اسعار  الاسماك البلطى  اعلى  من  الاسواق  الخارجية  ب 10ج  
332,فبراير,44961,44960,44474.0,5,5,5,5,5,شكر, الخدمة  ممتازة
333,فبراير,44961,44960,38860.0,5,5,5,5,5,شكر, الخدمة  ممتازة
334,فبراير,44961,44960,58848.0,5,5,5,5,5,شكر, الخدمة  ممتازة
335,فبراير,44961,44960,101513.0,5,5,5,5,5,شكر, الخدمة  ممتازة
336,فبراير,44961,44960,87906.0,3,5,5,3,5,شكوي,  سمك  البلطى  شوى  ردة   تم  تنشيفه  شبه  محروق  والبلطى   المقلى   تم  تنشيفه  رغم  التاكيد  على  الشيف  
337,فبراير,44961,44960,61595.0,5,5,5,5,5,شكر, الخدمة  ممتازة
338,فبراير,44961,44960,50201.0,5,5,5,5,5,شكر, الخدمة  ممتازة
339,فبراير,44961,44960,37845.0,5,5,3,3,5,شكوي, تاخير  الاوردر  نصف  ساعة  عن  الميعاد  المتفق  عليه  
340,فبراير,44961,44960,48911.0,5,5,5,5,5,شكر, الخدمة  ممتازة
341,فبراير,44961,44960,96402.0,5,5,5,5,5,شكر, الخدمة  ممتازة
342,فبراير,44961,44960,101714.0,5,5,5,5,5,شكر, الخدمة  ممتازة
343,فبراير,44961,44960,61617.0,5,5,3,3,5,شكوي,تم  طلب تغليف 2 سمكة دينيس لوحدهم ولم  يتم الالتزام بالملاحظة رغم التنبيه على المتلقى اكثر من مرة والطبق وصل مليان مياه وحاله التغليف سيئة جدا 
344,فبراير,44962,44961,101785.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
345,فبراير,44962,44961,39496.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
346,فبراير,44962,44961,85619.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
347,فبراير,44962,44961,81689.0,3,5,5,3,5,شكوي,  لم  يلتزم  بالاوزان   المطلوبة    الجمبرى  والبلطى  وصلو  اكثر  من  المطلوب      مما  وقعت  تكلفة  اكثر  على  العميل  
348,فبراير,44962,44961,57414.0,3,5,5,3,5,شكوي,  سمك  فيليه   المقلى  لم  يتم تصفينه  من  الزيت  ولم  يتم  تنشيفه  ووصل طرى 
349,فبراير,44962,44961,83953.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
350,فبراير,44963,44962,33116.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
351,فبراير,44963,44962,91490.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
352,فبراير,44963,44962,34557.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
353,فبراير,44963,44962,34078.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
354,فبراير,44963,44962,93451.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
355,فبراير,44963,44962,44410.0,3,5,5,3,5,شكوي,صوص الجمبرى تم انسكابه بالكامل خارج الطبق الفويل وشكوى متكررة من العميل 
356,فبراير,44963,44962,101908.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
357,فبراير,44963,44962,93320.0,4,4,3,3,4,شكوي,تاخير وصول الاوردر تم الاتفاق الساعه 6 وصل الساعه 6:40
358,فبراير,44963,44962,40442.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
359,فبراير,44964,44963,101976.0,5,5,5,5,5,شكر, الخدمة  ممتازة
360,فبراير,44964,44963,69008.0,5,5,5,5,5,شكر, الخدمة  ممتازة
361,فبراير,44964,44963,59168.0,3,5,5,3,5,شكوي,  المرجان   المقلى  بدون  تتبيلة
362,فبراير,44964,44963,49764.0,5,5,5,5,5,شكر, الخدمة  ممتازة
363,فبراير,44964,44963,99616.0,5,5,5,5,5,شكر, الخدمة  ممتازة
364,فبراير,44964,44963,86347.0,5,5,5,5,5,شكر, الخدمة  ممتازة
365,فبراير,44964,44963,94790.0,5,5,5,5,5,شكر, الخدمة  ممتازة
366,فبراير,44965,44964,41183.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
367,فبراير,44965,44964,44579.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
368,فبراير,44965,44964,97972.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
369,فبراير,44965,44964,94345.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
370,فبراير,44965,44964,57594.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
371,فبراير,44965,44964,99053.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
372,فبراير,44965,44964,90209.0,5,3,5,3,5,شكوي,تم طلب 500 جرام سبيط وصل 280 جرام 
373,فبراير,44965,44964,94584.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
374,فبراير,44965,44964,97203.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
375,فبراير,44965,44964,99888.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
376,فبراير,44965,44964,72416.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
377,فبراير,44965,44964,46787.0,3,4,3,3,4,شكوي, وصول اوردر خاص بعميل اخر ويشكو استغراق وقت اكثر من ساعة ونصف لحين تصحيح الخطأ والاوردر وصل بارد 
378,فبراير,44965,44964,101642.0,3,4,4,3,4,شكوي,السمك البورى طعمه سئ 
379,فبراير,44965,44964,100801.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
380,فبراير,44966,44965,102192.0,3,5,5,3,5,شكوي,  سمك  البورى  المشوى  ردة   غير  فريش
381,فبراير,44966,44965,102198.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
382,فبراير,44966,44965,40389.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
383,فبراير,44966,44965,52417.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
384,فبراير,44966,44965,34113.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
385,فبراير,44966,44965,68445.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
386,فبراير,44966,44965,65769.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
387,فبراير,44967,44966,44598.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
388,فبراير,44967,44966,58540.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
389,فبراير,44967,44966,99872.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
390,فبراير,44967,44966,67806.0,3,5,5,3,5,شكوي, سمك قاروص زفر جدا ولم يتم تنظيفه وشكوى متكررة من العميل  
391,فبراير,44967,44966,102297.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
392,فبراير,44967,44966,71062.0,1,4,4,1,4,شكوي,السمك البلطي سئ جدا والمكرونه سئ جدا وطعمهم زفارة والجمبرى سئ جدا 
393,فبراير,44967,44966,102295.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
394,فبراير,44967,44966,39835.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
395,فبراير,44967,44966,87387.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
396,فبراير,44967,44966,32909.0,1,4,4,1,4,شكوي,  صوص السبيط والسمك تم انسكابهم داخل الاكياس ... وسمك بربون وصل بارد جدا و ناشف  
